"id","sk","name_formal","state","gov_type","country_code","official_count","term_length","url","upcoming_election","ue_remarks","ue_url_1","special","runoff","ue_cicero_link"
4984,211,"Oakland City Council","CA","LOCAL","US",8,"4 years","https://www.oaklandca.gov/departments/oakland-city-council","2020-11-03 00:00:00+00","Districts 1, 3, 5, 7, and Councilmember-At-Large","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16327/change/"
4986,3239,"Concord City Council","CA","LOCAL","US",5,"4 years","http://www.cityofconcord.org/237/Mayor-City-Council","2020-11-03 00:00:00+00","","http://www.cityofconcord.org/page.asp?pid=1012",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16430/change/"
4987,774,"Colorado State Senate","CO","STATE","US",35,"4 years","http://leg.colorado.gov/","2020-11-03 00:00:00+00","","https://ballotpedia.org/Colorado_State_Senate_elections,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16275/change/"
5030,792,"Alabama House of Representatives","AL","STATE","US",105,"4 years","http://www.legislature.state.al.us/aliswww/ISD/Splash_House.aspx","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16079/change/"
5030,792,"Alabama House of Representatives","AL","STATE","US",105,"4 years","http://www.legislature.state.al.us/aliswww/ISD/Splash_House.aspx","2020-11-17 00:00:00+00","District 49. April Weaver resigned to join the Trump administration.","https://ballotpedia.org/Alabama_state_legislative_special_elections,_2020",True,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18103/change/"
5032,158,"New York State Assembly","NY","STATE","US",150,"2 years","https://nyassembly.gov/mem/","2020-11-03 00:00:00+00","","https://ballotpedia.org/New_York_State_Assembly_elections,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16279/change/"
5087,233,"Texas House of Representatives","TX","STATE","US",150,"2 years","https://house.texas.gov/","2020-11-03 00:00:00+00","","https://ballotpedia.org/Texas_House_of_Representatives_elections,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16302/change/"
5106,444,"Oregon State Senate","OR","STATE","US",30,"4 years","https://www.oregonlegislature.gov/senate","2020-11-03 00:00:00+00","","https://en.wikipedia.org/wiki/2020_United_States_Senate_election_in_Oregon",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16322/change/"
5107,491,"Iowa House of Representatives","IA","STATE","US",100,"2 years","https://www.legis.iowa.gov/legislators/house","2020-11-03 00:00:00+00","","https://ballotpedia.org/Iowa_House_of_Representatives_elections,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16379/change/"
5115,784,"Wyoming House of Representatives","WY","STATE","US",60,"2 years","https://www.wyoleg.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16319/change/"
5117,942,"Montana House of Representatives","MT","STATE","US",100,"2 years","https://leg.mt.gov/legislator-information/","2020-11-03 00:00:00+00","All","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16389/change/"
5118,628,"Montana State Senate","MT","STATE","US",50,"4 years","https://leg.mt.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16080/change/"
5119,3304,"Burbank City Council","CA","LOCAL","US",5,"4 years","http://www.burbankca.gov/about-us/city-council","2020-11-03 00:00:00+00","2 council seats","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16669/change/"
5195,1086,"El Paso City Council","TX","LOCAL","US",8,"4 years","http://www.elpasotexas.gov/government.asp","2020-11-03 00:00:00+00","Districts 2, 3, 4, 7","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16735/change/"
5214,1011,"Arkansas Senate","AR","STATE","US",35,"4 years","http://www.arkansas.gov/senate/","2020-11-03 00:00:00+00","https://ballotpedia.org/Arkansas_State_Senate_elections,_2020","https://ballotpedia.org/Arkansas_State_Senate_elections,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16394/change/"
5215,39,"Vermont House of Representatives","VT","STATE","US",150,"2 years","https://legislature.vermont.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16402/change/"
5227,613,"Delaware State Senate","DE","STATE","US",21,"4 years","https://legis.delaware.gov/Senate","2020-11-03 00:00:00+00","11 seats up for election","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16149/change/"
5257,2671,"Irving City Council","TX","LOCAL","US",8,"3 years","http://cityofirving.org/210/Meet-Your-Mayor-and-Council","2020-11-03 00:00:00+00","Mayor, Place 3, Place 5","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18002/change/"
5259,450,"Los Angeles City Council","CA","LOCAL","US",15,"4 years","https://www.lacity.org/your-government/elected-officials/city-council","2020-11-03 00:00:00+00","","",False,True,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16752/change/"
5266,857,"New Zealand House of Representatives","","NATIONAL","NZ",120,"3 years","https://www.parliament.nz/en/mps-and-electorates/members-of-parliament/","2020-10-17 00:00:00+00","Two questions will be presented: legalisation of cannabis and legalisation of voluntary euthanasia for those with a terminal illness","https://en.wikipedia.org/wiki/2020_New_Zealand_cannabis_referendum",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18255/change/"
5266,857,"New Zealand House of Representatives","","NATIONAL","NZ",120,"3 years","https://www.parliament.nz/en/mps-and-electorates/members-of-parliament/","2020-10-17 00:00:00+00","120 seats in the House of Representatives","https://en.wikipedia.org/wiki/2020_New_Zealand_general_election",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18254/change/"
5267,1080,"Phoenix City Council","AZ","LOCAL","US",8,"4 years","https://www.phoenix.gov/mayorcouncil","2020-11-03 00:00:00+00","Mayor and Councilmembers in Districts 1, 3, 5 and 7","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16948/change/"
5320,2594,"Washington Lieutenant Governor","WA","STATE","US",1,"","http://www.ltgov.wa.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14733/change/"
5321,3272,"Clarksville City Council","TN","LOCAL","US",12,"4 years","https://www.cityofclarksville.com/522/City-Council","2020-11-03 00:00:00+00","","https://mcgtn.org/election",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16442/change/"
5322,3314,"El Cajon City Council","CA","LOCAL","US",5,"4 years","https://www.cityofelcajon.us/your-government/elected-officials/city-council","2020-11-03 00:00:00+00","Districts 2,3,4","https://www.cityofelcajon.us/your-government/departments/city-clerk/election-info",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16083/change/"
5323,357,"Ann Arbor City Council","MI","LOCAL","US",11,"4 years","https://www.a2gov.org/departments/city-council/Pages/Home.aspx","2020-11-03 00:00:00+00","Half","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/15802/change/"
5324,3130,"Port St. Lucie City Council","FL","LOCAL","US",5,"4 years","https://www.cityofpsl.com/government/mayor-city-council","2020-11-03 00:00:00+00","Districts 2 and 4","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16044/change/"
5325,3170,"Victorville City Council","CA","LOCAL","US",5,"4 years","https://www.victorvilleca.gov/government/city-departments/city-clerk/city-council","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16305/change/"
5326,3090,"Glendale City Council","AZ","LOCAL","US",7,"4 years","https://www.glendaleaz.com/your_government/city_council","2020-11-03 00:00:00+00","Mayor and 3 District Seats","https://www.glendaleaz.com/clerk/elections.cfm",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16085/change/"
5338,756,"Virginia Beach Mayor","VA","LOCAL","US",1,"4 years","https://www.vbgov.com/government/departments/city-clerk/mayor/Pages/default.aspx","2020-11-03 00:00:00+00","Mayor, 1 at-large seat, Kempsville district, and Rose Hall district","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16226/change/"
5356,946,"Kansas Senate","KS","STATE","US",40,"4 years","http://kslegislature.org/li/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14541/change/"
5357,926,"Vermont Senate","VT","STATE","US",30,"2 years","https://legislature.vermont.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16374/change/"
5358,952,"Utah House of Representatives","UT","STATE","US",75,"2 years","https://house.utah.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16261/change/"
5359,332,"Kansas House of Representatives","KS","STATE","US",125,"2 years","http://www.kslegislature.org/li/b2019_20/chamber/house/","2020-11-03 00:00:00+00","","https://ballotpedia.org/Kansas_House_of_Representatives_elections,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16399/change/"
5360,507,"Indiana House of Representatives","IN","STATE","US",100,"2 years","http://iga.in.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16215/change/"
5364,265,"California State Assembly","CA","STATE","US",80,"2 years","https://www.assembly.ca.gov/assemblymembers","2020-11-03 00:00:00+00","All","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/15983/change/"
5366,994,"Maine State Senate","ME","STATE","US",35,"2 years","http://legislature.maine.gov/senate/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16213/change/"
5368,309,"Oregon House of Representatives","OR","STATE","US",60,"2 years","https://www.oregonlegislature.gov/","2020-11-03 00:00:00+00","","https://ballotpedia.org/Oregon_House_of_Representatives_elections,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16321/change/"
5376,3245,"Elizabeth City Council","NJ","LOCAL","US",9,"4 years","http://www.elizabethnj.org/215/City-Council","2020-11-03 00:00:00+00","","http://ucnj.org/county-clerk/elections/",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16177/change/"
5377,458,"North Dakota Senate","ND","STATE","US",47,"4 years","http://www.legis.nd.gov/assembly/","2020-11-03 00:00:00+00","","https://ballotpedia.org/North_Dakota_State_Senate_elections,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16184/change/"
5378,132,"The Legislative Assembly for the Australian Capital Territory","ACT","STATE","AS",25,"4 years","https://www.parliament.act.gov.au/","2020-10-17 00:00:00+00","25 seats in the ACT Legislative Assembly","https://en.wikipedia.org/wiki/2020_Australian_Capital_Territory_general_election",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17877/change/"
5380,2591,"Utah Lieutenant Governor","UT","STATE","US",1,"","","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14721/change/"
5382,2874,"Baton Rouge Metropolitan Council","LA","LOCAL","US",12,"4 years","https://www.brla.gov/561/Metropolitan-Council","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14445/change/"
5393,1000,"The Legislative Assembly of Saskatchewan","SK","STATE","CA",61,"","http://www.legassembly.sk.ca/","2020-11-02 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16996/change/"
5401,3679,"Cape Coral City Council","FL","LOCAL","US",7,"4 years","http://www.capecoral.net/government/city_government/city_council/index.php#.WULh1Te1tpi","2020-11-03 00:00:00+00","Districts 2, 3, 5, and 7","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17128/change/"
5411,3248,"Orange City Council","CA","LOCAL","US",5,"4 years (2 years for mayor)","http://www.cityoforange.org/183/City-Council","2020-11-03 00:00:00+00","The city will move to by-district elections.","https://www.cityoforange.org/163/Elections",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17034/change/"
5412,3155,"Killeen City Council","TX","LOCAL","US",8,"2 years","http://www.killeentexas.gov/153/City-Council","2020-11-03 00:00:00+00","mayor + at-large councilmembers","https://www.killeentexas.gov/510/Election",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18003/change/"
5414,2728,"Graham County Board of Supervisors","AZ","LOCAL","US",3,"4 years","https://www.graham.az.gov/571/Board-Members","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14509/change/"
5420,366,"Lubbock City Council","TX","LOCAL","US",7,"2 years (Mayor), 4 years (Council)","https://ci.lubbock.tx.us/pages/city-government/city-council","2020-11-03 00:00:00+00","Mayor and Districts 2, 4, 6","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18005/change/"
5439,5434,"Ramsey County Board of Commissioners","MN","LOCAL","US",7,"4 years","https://www.ramseycounty.us/your-government/leadership/board-commissioners","2020-11-03 00:00:00+00","Districts 1, 2, and 7","https://ballotpedia.org/Government_of_Ramsey_County,_Minnesota",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17593/change/"
5440,228,"Modesto City Council","CA","LOCAL","US",7,"4 years","http://www.modestogov.com/659/City-Council","2020-11-03 00:00:00+00","Mayor, districts 1, 3, 6","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17335/change/"
5467,3259,"Midland City Council","TX","LOCAL","US",7,"3 years","http://www.midlandtexas.gov/238/Mayor-City-Council","2020-11-02 00:00:00+00","2 seats","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17552/change/"
5491,415,"Queensland Legislative Assembly","QLD","STATE","AS",93,"3 years (approx)","https://www.parliament.qld.gov.au/","2020-10-31 00:00:00+00","All 93 seats in the Legislative Assembly of the unicameral parliament will be up for election.","https://en.wikipedia.org/wiki/Queensland_state_election,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18063/change/"
5517,3138,"Santa Rosa City Council","CA","LOCAL","US",7,"4 years (2 years for mayor)","http://www.srcity.org/1322/City-Council","2020-11-03 00:00:00+00","4 council seats","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17792/change/"
5524,3201,"Vista City Council","CA","LOCAL","US",5,"4 years","https://www.cityofvista.com/city-hall/city-council","2020-11-03 00:00:00+00","","https://www.cityofvista.com/city-government/election-information",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16434/change/"
5525,3149,"Palmdale City Council","CA","LOCAL","US",5,"4 years (2 years for mayor)","https://cityofpalmdale.org/304/City-Council","2020-11-03 00:00:00+00","Districts 1, 2","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16237/change/"
5526,3329,"Jurupa Valley City Council","CA","LOCAL","US",5,"4 years","https://www.jurupavalley.org/215/City-Council","2020-11-03 00:00:00+00","2 seats","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16330/change/"
5527,3136,"Rancho Cucamonga City Council","CA","LOCAL","US",5,"4 years","https://www.cityofrc.us/your-government/mayor-city-council","2020-11-03 00:00:00+00","","https://www.cityofrc.us/cityhall/clerk/election_information.asp",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16454/change/"
5528,3187,"Downey City Council","CA","LOCAL","US",5,"4 years","https://www.downeyca.org/our-city/mayor-city-council/","2020-11-03 00:00:00+00","Odd districts","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16180/change/"
5529,279,"San Jose City Council","CA","LOCAL","US",10,"4 years","https://www.sanjoseca.gov/your-government/departments/city-council","2020-11-03 00:00:00+00","Districts 2, 4, 6, 8, 10","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16254/change/"
5530,3294,"Palm Bay City Council","FL","LOCAL","US",5,"4 years","https://www.palmbayflorida.org/government/city-departments-f-to-z/legislative/mayor-city-council","2020-11-03 00:00:00+00","","https://www.palmbayflorida.org/government/departments/city-council-city-clerk/city-clerk/elections",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16464/change/"
5538,745,"Kentucky State Senate","KY","STATE","US",38,"4 years","https://legislature.ky.gov/Legislators/senate","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16396/change/"
5540,477,"New Mexico State Senate","NM","STATE","US",42,"4 years","https://www.nmlegis.gov/Members/Legislator_List?T=S","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14618/change/"
5541,605,"Kentucky House of Representatives","KY","STATE","US",100,"2 years","https://legislature.ky.gov","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16239/change/"
5542,523,"Garland City Council","TX","LOCAL","US",9,"2 years","https://www.garlandtx.gov/758/City-Council","2020-11-03 00:00:00+00","1,2,4,5","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18000/change/"
5543,3235,"Santa Clara City Council","CA","LOCAL","US",7,"4 years","https://www.santaclaraca.gov/our-city/government/mayor-and-council","2020-11-03 00:00:00+00","Districts 1, 4, 5, 6","http://santaclaraca.gov/government/santa-clara-votes",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16331/change/"
5544,3231,"Murrieta City Council","CA","LOCAL","US",5,"4 years","https://www.murrietaca.gov/377/City-Council","2020-11-03 00:00:00+00","2 seats","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16250/change/"
5548,1049,"Colorado House of Representatives","CO","STATE","US",65,"2 years","http://leg.colorado.gov/","2020-11-03 00:00:00+00","","https://ballotpedia.org/Colorado_House_of_Representatives_elections,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16241/change/"
5560,3247,"Pasadena City Council","CA","LOCAL","US",8,"4 years","http://ww5.cityofpasadena.net/mayor/","2020-11-03 00:00:00+00","Mayor","",False,True,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17898/change/"
5561,125,"Long Beach City Council","CA","LOCAL","US",9,"4 years","http://www.longbeach.gov/council/","2020-11-03 00:00:00+00","Seats 2, 6, 8","",False,True,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17918/change/"
5570,635,"Sacramento City Council","CA","LOCAL","US",8,"4 years","https://www.cityofsacramento.org/mayor-council/","2020-11-03 00:00:00+00","Districts 2 and 8","",False,True,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17936/change/"
5572,4861,"Regina City Council","SK","LOCAL","CA",10,"4 years","https://www.regina.ca/residents/council-committees/meet-city-council/","2020-10-28 00:00:00+00","Mayor and City Council","https://www.regina.ca/residents/city-administration/office-of-the-city-clerk/index.html",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16593/change/"
5578,981,"Puerto Rico Senate","PR","STATE","US",30,"4 years","https://senado.pr.gov/","2020-11-03 00:00:00+00","House and Senate","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/15736/change/"
5585,2738,"Yuma County Board of Supervisors","AZ","LOCAL","US",5,"4 years","https://www.yumacountyaz.gov/government/board-of-supervisors/board-members","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14749/change/"
5586,2729,"Greenlee County Board of Supervisors","AZ","LOCAL","US",3,"4 years","https://www.co.greenlee.az.us/elected-officials/board-of-supervisors","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17069/change/"
5587,2723,"Apache County Board of Supervisors","AZ","LOCAL","US",3,"4 years","https://www.co.apache.az.us/board-of-supervisors/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14421/change/"
5591,3313,"Tyler City Council","TX","LOCAL","US",7,"2 years","https://www.cityoftyler.org/government/government/mayor-and-council","2020-11-03 00:00:00+00","Mayor, Council Districts 2, 4, and 6","https://www.cityoftyler.org/Departments/CityClerk/Elections.aspx",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18008/change/"
5592,1133,"Governor of Puerto Rico","PR","STATE","US",1,"4 years","https://www.fortaleza.pr.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/15740/change/"
5595,5588,"Napa County Board of Supervisors","CA","LOCAL","US",5,"4 years","https://www.countyofnapa.org/2116/Board-of-Supervisors","2020-11-03 00:00:00+00","Districts 2, 4, and 5","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17979/change/"
5605,959,"Lexington-Fayette Urban County Council","KY","LOCAL","US",15,"2 years (districted), 4 years (at-large)","http://www.lexingtonky.gov/index.aspx?page=325","2020-11-03 00:00:00+00","All District Seats","https://fayettecountyclerk.com/web/elections",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16900/change/"
5618,219,"Legislative Assembly of New Brunswick","NB","STATE","CA",49,"","https://www1.gnb.ca/legis/bios/59/index-e.asp","2020-09-14 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18256/change/"
5631,2862,"Fort Myers City Council","FL","LOCAL","US",6,"4 years","https://cityftmyers.com/1168/Mayor-City-Council","2020-11-03 00:00:00+00","2,4,6","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17424/change/"
5632,3276,"Eugene City Council","OR","LOCAL","US",8,"4 years","https://www.eugene-or.gov/537/Mayor-and-City-Council","2020-11-03 00:00:00+00","District 1","",False,True,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18128/change/"
5635,3311,"Lewisville City Council","TX","LOCAL","US",5,"3 years","https://www.cityoflewisville.com/about-us/mayor-and-council/city-council-bios","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18004/change/"
5636,3157,"Carrollton City Council","TX","LOCAL","US",8,"3 years","https://www.cityofcarrollton.com/government/city-manager-s-office/city-secretary/city-council-191","2020-11-03 00:00:00+00","Mayor, 1 at-large, place 4, place 6","http://www.cityofcarrollton.com/government/city-council/elections",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17998/change/"
5646,729,"Massachusetts House of Representatives","MA","STATE","US",160,"2 years","https://malegislature.gov/People/House","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16283/change/"
5648,645,"Pennsylvania House of Representatives","PA","STATE","US",203,"2 years","http://www.house.state.pa.us/","2020-11-03 00:00:00+00","Attorney General, Auditor General, Treasurer, House, and odd numbered Senate districts","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/13759/change/"
5656,488,"New Hampshire House of Representatives","NH","STATE","US",400,"2 years","http://www.gencourt.state.nh.us/house/","2020-11-03 00:00:00+00","","https://ballotpedia.org/New_Hampshire_House_of_Representatives_elections,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16411/change/"
5671,3293,"College Station City Council","TX","LOCAL","US",7,"3 years","https://www.cstx.gov/departments___city_hall/council","2020-11-03 00:00:00+00","Places 1, 3, and 5","https://www.cstx.gov/departments___city_hall/elections",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17333/change/"
5678,573,"Santa Ana City Council","CA","LOCAL","US",6,"4 years","https://www.santa-ana.org/mayor-and-city-council","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16419/change/"
5679,755,"Santa Ana Mayor","CA","LOCAL","US",1,"2 years","https://www.santa-ana.org/mayor-and-city-council","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16419/change/"
5681,2883,"Wake County Board of Commissioners","NC","LOCAL","US",7,"2 years","http://www.wakegov.com/commissioners/Pages/default.aspx","2020-11-03 00:00:00+00","Seats 4, 5, 6","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/15991/change/"
5686,913,"New Mexico House of Representatives","NM","STATE","US",70,"2 years","http://www.nmlegis.gov/lcs/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16398/change/"
5689,2882,"Mecklenburg Board of County Commissioners","NC","LOCAL","US",9,"2 years","https://www.mecknc.gov/Pages/Home.aspx","2020-11-03 00:00:00+00","All","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16002/change/"
5692,199,"Indiana State Senate","IN","STATE","US",50,"4 years","http://iga.in.gov/","2020-11-03 00:00:00+00","Half of seats up for election","https://ballotpedia.org/Indiana_State_Senate_elections,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16030/change/"
