"id","sk","name_formal","state","gov_type","country_code","official_count","term_length","url","upcoming_election","ue_remarks","ue_url_1","special","runoff","ue_cicero_link"
3806,3141,"Ontario City Council","CA","LOCAL","US",5,"4 years","http://www.ontarioca.gov/public-officials","2020-11-03 00:00:00+00","Two seats are up for election","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16142/change/"
3812,3179,"El Monte City Council","CA","LOCAL","US",5,"4 years (2 years for mayor)","http://www.ci.el-monte.ca.us/Government/ElectedOfficials/CityCouncil.aspx","2020-11-03 00:00:00+00","Mayor + 2 other council seats","https://www.ci.el-monte.ca.us/153/City-Clerks-Office",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17215/change/"
3825,3105,"Moreno Valley City Council","CA","LOCAL","US",5,"4 years (2 years for mayor)","http://www.moreno-valley.ca.us/city_council/index.shtml","2020-11-03 00:00:00+00","Mayor + districts 1, 3","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16390/change/"
3848,606,"Chula Vista City Council","CA","LOCAL","US",5,"4 years","http://www.chulavistaca.gov/departments/mayor-council","2020-11-03 00:00:00+00","","https://www.chulavistaca.gov/departments/city-clerk/elections",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16202/change/"
3861,3150,"Salinas City Council","CA","LOCAL","US",7,"4 years (2 years for mayor)","https://www.cityofsalinas.org/our-government/city-council","2020-11-03 00:00:00+00","Districts 1, 4, 6","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16238/change/"
3865,3271,"Pomona City Council","CA","LOCAL","US",7,"4 years","http://www.ci.pomona.ca.us/index.php/government/city-council","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16304/change/"
4014,3085,"Gilbert Town Council","AZ","LOCAL","US",7,"4 years","https://www.gilbertaz.gov/departments/town-hall/mayor-town-council","2020-11-03 00:00:00+00","Matt Nielsen versus Brigette Peterson","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18247/change/"
4015,3205,"Temecula City Council","CA","LOCAL","US",5,"4 years","https://temeculaca.gov/173/City-Council","2020-11-03 00:00:00+00","Districts 2 and 4","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16141/change/"
4066,3307,"Santa Maria City Council","CA","LOCAL","US",5,"4 years","http://www.cityofsantamaria.org/city-government/departments/mayor-city-council","2020-11-03 00:00:00+00","","https://www.cityofsantamaria.org/city-government/departments/city-clerk-records/elections",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16440/change/"
4105,3285,"Pearland City Council","TX","LOCAL","US",7,"3 years","https://www.pearlandtx.gov/government/city-council","2020-11-03 00:00:00+00","Mayor, 3, 7","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18006/change/"
4139,3288,"West Covina City Council","CA","LOCAL","US",5,"4 years","http://www.westcovina.org/departments/mayor-city-council","2020-11-03 00:00:00+00","","https://www.westcovina.org/departments/city-clerk-/election-information",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16444/change/"
4140,3129,"Santa Clarita City Council","CA","LOCAL","US",5,"4 years","http://www.santa-clarita.com/city-hall/city-council","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16122/change/"
4142,405,"Laredo City Council","TX","LOCAL","US",8,"4 years","http://www.cityoflaredo.com/government.html","2020-11-03 00:00:00+00","4, 5, 7, 8","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16252/change/"
4153,3614,"Frisco Mayor","TX","LOCAL","US",1,"3 years","http://www.friscotexas.gov/585/City-Council","2020-11-03 00:00:00+00","2 council seats","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18009/change/"
4199,883,"Grand Prairie City Council","TX","LOCAL","US",9,"3 years","https://www.gptx.org/city-government/mayor-and-city-council","2020-11-03 00:00:00+00","District 1, District 3, Place 7 AT LARGE","https://www.gptx.org/city-government/city-secretary/elections",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18001/change/"
4228,2845,"St. Charles County Council","MO","LOCAL","US",7,"4 years","http://www.sccmo.org/286/County-Council","2020-11-03 00:00:00+00","Districts 2,4,6","https://www.sccmo.org/410/Election-Authority",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16090/change/"
4253,563,"Stockton City Council","CA","LOCAL","US",6,"4 years","http://www.stocktongov.com/government/council/default.html","2020-11-03 00:00:00+00","","http://www.stocktongov.com/government/departments/clerk/elections.html",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16448/change/"
4254,887,"Virginia Beach City Council","VA","LOCAL","US",10,"4 years","http://www.vbgov.com/government/departments/city-clerk/city-council/Pages/default.aspx","2020-11-03 00:00:00+00","Mayor, 1 at-large seat, Kempsville district, and Rose Hall district","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16226/change/"
4259,210,"San Diego City Council","CA","LOCAL","US",9,"4 years","http://www.sandiego.gov/citycouncil/","2020-11-03 00:00:00+00","Mayor and odd seats","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/15981/change/"
4268,2734,"Pima County Board of Supervisors","AZ","LOCAL","US",5,"4 years","http://webcms.pima.gov/government/board_of_supervisors","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14656/change/"
4272,4236,"Hennepin County Board of Commissioners","MN","LOCAL","US",7,"4 years","http://www.hennepin.us/your-government#leadership","2020-11-03 00:00:00+00","","https://www.hennepin.us/residents/elections/prepare-vote",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16449/change/"
4282,103,"Tennessee State Senate","TN","STATE","US",33,"4 years","http://www.capitol.tn.gov/senate/","2020-11-03 00:00:00+00","Even districts","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16048/change/"
4293,976,"President of the United States","","NATIONAL","US",1,"4 years","http://www.whitehouse.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14661/change/"
4308,791,"Pennsylvania Attorney General","PA","STATE","US",1,"4 years","http://www.attorneygeneral.gov/","2020-11-03 00:00:00+00","Attorney General, Auditor General, Treasurer, House, and odd numbered Senate districts","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/13759/change/"
4309,421,"Pennsylvania Senate","PA","STATE","US",50,"4 years","http://www.pasen.gov/","2020-11-03 00:00:00+00","Attorney General, Auditor General, Treasurer, House, and odd numbered Senate districts","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/13759/change/"
4330,2893,"Arlington County Board","VA","LOCAL","US",5,"4 years","https://countyboard.arlingtonva.us/","2020-11-03 00:00:00+00","One seat","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17465/change/"
4333,1033,"San Bernardino City Council","CA","LOCAL","US",7,"4 years","http://www.ci.san-bernardino.ca.us/cityhall/city_council/default.asp","2020-11-03 00:00:00+00","","http://www.sbcity.org/cityhall/city_clerk/election_information.asp",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16425/change/"
4378,2511,"Miami-Dade County Mayor","FL","LOCAL","US",1,"","","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14577/change/"
4384,3270,"Escondido City Council","CA","LOCAL","US",5,"4 years","https://www.escondido.org/city-council.aspx","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16251/change/"
4388,3202,"Rochester City Council","MN","LOCAL","US",7,"4 years","http://www.rochestermn.gov/government/city-council","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17521/change/"
4413,3315,"San Mateo City Council","CA","LOCAL","US",5,"4 years","http://www.cityofsanmateo.org/index.aspx?NID=55","2020-11-03 00:00:00+00","General Municipal Elections to elect council members are held in San Mateo on the first Tuesday after the first Monday in November of each even-numbered year. After the passage of Measure B in 2017 to move to even-year elections, the next scheduled election year is 2020./ 2 At-Large Seats","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14945/change/"
4430,897,"Washington Governor","WA","STATE","US",1,"4 years","http://www.governor.wa.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14733/change/"
4441,7,"North Carolina Governor","NC","STATE","US",1,"4 years","http://www.governor.state.nc.us/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14626/change/"
4442,183,"Missouri Governor","MO","STATE","US",1,"4 years","http://governor.mo.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14587/change/"
4450,608,"Indiana Governor","IN","STATE","US",1,"4 years","http://www.in.gov/gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/15741/change/"
4451,742,"Montana Governor","MT","STATE","US",1,"4 years","http://governor.mt.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14592/change/"
4454,601,"West Virginia Governor","WV","STATE","US",1,"4 years","http://www.governor.wv.gov/Pages/default.aspx","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14737/change/"
4460,710,"Utah Governor","UT","STATE","US",1,"4 years","http://www.utah.gov/governor/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14721/change/"
4470,130,"Delaware Governor","DE","STATE","US",1,"4 years","http://governor.delaware.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14480/change/"
4498,490,"Maine House of Representatives","ME","STATE","US",151,"2 years","http://www.maine.gov/legis/house/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16155/change/"
4499,708,"Minnesota House of Representatives","MN","STATE","US",134,"2 years","http://www.house.leg.state.mn.us/","2020-11-03 00:00:00+00","","https://ballotpedia.org/Minnesota_House_of_Representatives_elections,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16301/change/"
4500,775,"Berkeley City Council","CA","LOCAL","US",8,"4 years","http://www.ci.berkeley.ca.us/ContentDisplay.aspx?id=9818","2020-11-03 00:00:00+00","Mayor & Council Districts 2, 3, 5, and 6","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18146/change/"
4502,445,"New York State Senate","NY","STATE","US",63,"2 years","http://www.nysenate.gov/?openform","2020-11-03 00:00:00+00","","https://ballotpedia.org/New_York_State_Senate_elections,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16278/change/"
4507,700,"United States House of Representatives","","NATIONAL","US",441,"","http://www.house.gov/","2020-09-29 00:00:00+00","GA-5","",True,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18235/change/"
4507,700,"United States House of Representatives","","NATIONAL","US",441,"","http://www.house.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16247/change/"
4512,3260,"Waco City Council","TX","LOCAL","US",6,"2 years","http://www.waco-texas.com/council.asp","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18010/change/"
4523,3233,"Surprise City Council","AZ","LOCAL","US",7,"4 years","https://www.surpriseaz.gov/1904/Mayor-Council","2020-11-03 00:00:00+00","","https://www.surpriseaz.gov/1904/City-Council",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16453/change/"
4525,3743,"Mayor of Elizabeth","NJ","LOCAL","US",1,"4 years","http://www.elizabethnj.org/city-council/mayors-office","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14568/change/"
4544,3144,"Salem City Council","OR","LOCAL","US",9,"4 years (2 years for mayor)","http://www.cityofsalem.net/city-council","2020-11-03 00:00:00+00","Mayor + odd districts","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16313/change/"
4549,3070,"Corpus Christi City Council","TX","LOCAL","US",9,"2 years","http://www.cctexas.com/departments/mayor-and-city-council","2020-11-03 00:00:00+00","","https://www.cctexas.com/departments/mayor-and-city-council",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17070/change/"
4560,3087,"Reno City Council","NV","LOCAL","US",7,"4 years","http://www.reno.gov/government/city-council","2020-11-03 00:00:00+00","Odd districts and at-large","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16047/change/"
4561,3089,"Winston-Salem Mayor","NC","LOCAL","US",1,"4 years","http://www.cityofws.org/Departments/Mayor","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14740/change/"
4562,3088,"Winston-Salem City Council","NC","LOCAL","US",8,"4 years","http://www.cityofws.org/Departments/City-Council","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14740/change/"
4572,3135,"Garden Grove City Council","CA","LOCAL","US",7,"2 years (Mayor), 4 years (Council)","http://www.ci.garden-grove.ca.us/citymanager/CityCouncil","2020-11-03 00:00:00+00","","https://ggcity.org/city-clerk",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16455/change/"
4581,3114,"Little Rock Board of Directors","AR","LOCAL","US",10,"4 years","https://www.littlerock.gov/board-of-directors/meet-your-board-members/","2020-11-03 00:00:00+00","","https://www.littlerock.gov/city-administration/cityclerksoffice/board-elections/",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16176/change/"
4594,965,"Arizona House of Representatives","AZ","STATE","US",60,"2 years","http://www.azhouse.gov/","2020-11-03 00:00:00+00","","https://ballotpedia.org/Arizona_House_of_Representatives_elections,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16363/change/"
4595,837,"Arizona Senate","AZ","STATE","US",30,"2 years","http://www.azsenate.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16395/change/"
4598,1030,"Puerto Rico House of Representatives","PR","STATE","US",51,"4 years","http://www.camaraderepresentantes.org/","2020-11-03 00:00:00+00","House and Senate","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/15736/change/"
4609,3182,"Round Rock City Council","TX","LOCAL","US",7,"3 years","https://www.roundrocktexas.gov/about/city-council/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18007/change/"
4625,789,"Arlington City Council","TX","LOCAL","US",8,"2 years","http://www.arlington-tx.gov/citycouncil/","2020-11-03 00:00:00+00","District 1, District 2, District 6, District 7","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17999/change/"
4626,369,"Austin City Council","TX","LOCAL","US",10,"4 years","http://austintexas.gov/government","2020-11-03 00:00:00+00","Districts 2, 4, 6, 7, 10","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16298/change/"
4645,3121,"Huntsville Mayor","AL","LOCAL","US",1,"4 years","https://www.huntsvilleal.gov/government/mayors-office/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/15181/change/"
4646,3140,"Peoria City Council","AZ","LOCAL","US",7,"4 years","https://www.peoriaaz.gov/government/mayor-and-city-council","2020-11-03 00:00:00+00","3 Districts","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16099/change/"
4648,1021,"Phoenix Mayor","AZ","LOCAL","US",1,"4 years","https://www.phoenix.gov/mayorcouncil","2020-11-03 00:00:00+00","Mayor and Councilmembers in Districts 1, 3, 5 and 7","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16948/change/"
4653,859,"Bakersfield City Council","CA","LOCAL","US",7,"4 years","http://www.bakersfieldcity.us/gov/elected_officials/city_council.htm","2020-11-03 00:00:00+00","Districts 2, 5, 6","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16055/change/"
4654,19,"Bakersfield Mayor","CA","LOCAL","US",1,"","http://www.bakersfieldcity.us/gov/elected_officials/mayor/default.htm","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14441/change/"
4661,3146,"Corona City Council","CA","LOCAL","US",5,"4 years","https://www.coronaca.gov/about-us/city-council","2020-11-03 00:00:00+00","","https://www.coronaca.gov/government/departments-divisions/city-clerk/election-information",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16186/change/"
4662,1048,"Los Angeles County Board of Supervisors","CA","LOCAL","US",5,"4 years","http://bos.lacounty.gov","2020-11-03 00:00:00+00","2, 4, 5","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16003/change/"
4668,3264,"Roseville City Council","CA","LOCAL","US",5,"4 years","https://www.roseville.ca.us/government/city_council","2020-11-03 00:00:00+00","","https://www.roseville.ca.us/government/departments/city_clerk/elections",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16457/change/"
4669,271,"Sunnyvale City Council","CA","LOCAL","US",7,"4 years","https://sunnyvale.ca.gov/government/council/default.htm","2020-11-03 00:00:00+00","","https://sunnyvale.ca.gov/government/elections.htm",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16456/change/"
4684,3262,"Denton City Council","TX","LOCAL","US",7,"2 years","https://www.cityofdenton.com/government/city-officials/city-council","2020-11-03 00:00:00+00","Mayor + 2 at-large","https://www.votedenton.com/",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/17997/change/"
4704,12,"Jersey City City Council","NJ","LOCAL","US",9,"4 years","https://www.cityofjerseycity.com/cityhall/citycouncil","2020-11-03 00:00:00+00","Ward D. Councilman Michael Yun passed away from an illness related to COVID-19. A temporary replacement was appointed to serve through this special election.","",True,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18115/change/"
4723,681,"Nevada State Assembly","NV","STATE","US",42,"2 years","https://asm.leg.state.nv.us/Assembly/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16179/change/"
4724,235,"Florida Senate","FL","STATE","US",40,"4 years","http://www.flsenate.gov/","2020-11-03 00:00:00+00","Odd numbered districts","https://ballotpedia.org/Florida_State_Senate_elections,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16022/change/"
4724,235,"Florida Senate","FL","STATE","US",40,"4 years","http://www.flsenate.gov/","2020-11-03 00:00:00+00","District 20","",True,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18130/change/"
4725,886,"Idaho House of Representatives","ID","STATE","US",70,"2 years","https://legislature.idaho.gov/house/","2020-11-03 00:00:00+00","All seats","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16170/change/"
4726,663,"Idaho State Senate","ID","STATE","US",35,"2 years","http://www.legislature.idaho.gov/senate/","2020-11-03 00:00:00+00","","https://ballotpedia.org/Idaho_State_Senate_elections,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16185/change/"
4730,3171,"Vallejo City Council","CA","LOCAL","US",7,"4 years","http://www.ci.vallejo.ca.us/city_hall/city_government/mayor___city_council","2020-11-03 00:00:00+00","","http://www.ci.vallejo.ca.us/city_hall/departments___divisions/city_manager/city_clerk/voting___election_information",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16458/change/"
4747,2851,"Cole County Commission","MO","LOCAL","US",3,"4 years","http://www.colecounty.org/324/County-Commission","2020-11-03 00:00:00+00","","https://www.colecounty.org/221/Elections-Voter-Information",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16174/change/"
4748,3080,"Chandler City Council","AZ","LOCAL","US",7,"4 years","http://www.chandleraz.gov/default.aspx?pageid=245","2020-11-03 00:00:00+00","3 council seats","https://recorder.maricopa.gov/electionresults/citiestowns.aspx",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/15801/change/"
4763,388,"Delaware House of Representatives","DE","STATE","US",41,"2 years","http://legis.delaware.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16230/change/"
4764,3267,"Hollywood City Commission","FL","LOCAL","US",7,"4 years","http://www.hollywoodfl.org/89/City-Commission","2020-11-03 00:00:00+00","Election for mayor and district 2,4, and 6","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16042/change/"
4766,191,"Anaheim City Council","CA","LOCAL","US",6,"4 years","http://www.anaheim.net/173/City-Council","2020-11-03 00:00:00+00","District 1,4, and 5","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16070/change/"
4779,847,"Oregon Metro Council","OR","LOCAL","US",6,"4 years","http://www.oregonmetro.gov/index.cfm/go/by.web/id=28","2020-11-03 00:00:00+00","District 3, District 5","",False,True,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18127/change/"
4782,3242,"City of Coral Springs Commission","FL","LOCAL","US",5,"Mayor: 2 years,  Commissioners: 4 years","http://www.coralsprings.org/government/city-commission","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16056/change/"
4783,3295,"Pompano Beach City Commission","FL","LOCAL","US",6,"2 years","http://pompanobeachfl.gov/index.php/pages/commission/commission","2020-11-03 00:00:00+00","All seats.","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16178/change/"
4789,3189,"Carlsbad City Council","CA","LOCAL","US",4,"4 years","http://www.carlsbadca.gov/cityhall/officials/default.asp","2020-11-03 00:00:00+00","District 2 and 4","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16181/change/"
4790,208,"Oklahoma House of Representatives","OK","STATE","US",101,"2 years","http://www.okhouse.gov/","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16747/change/"
4793,3099,"Fremont City Council","CA","LOCAL","US",7,"4 years","https://www.fremont.gov/598/Mayor","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16236/change/"
4795,519,"Oxnard City Council","CA","LOCAL","US",6,"4 years","http://citycouncil.cityofoxnard.org/Default.aspx?DepartmentID=3","2020-11-03 00:00:00+00","","https://www.oxnard.org/city-department/city-clerk/",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16408/change/"
4798,3116,"Shreveport City Council","LA","LOCAL","US",7,"4 years","https://www.shreveportla.gov/index.aspx?nid=201","2020-11-03 00:00:00+00","District A","http://www.caddovoter.org/",True,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/18253/change/"
4800,3241,"Visalia City Council","CA","LOCAL","US",5,"4 years","https://www.visalia.city/government/city_council/default.asp","2020-11-03 00:00:00+00","Districts 1 and 2","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/12805/change/"
4801,3249,"Fullerton City Council","CA","LOCAL","US",5,"4 years","https://www.cityoffullerton.com/gov/citycouncil/default.asp","2020-11-03 00:00:00+00","","https://www.cityoffullerton.com/gov/departments/city_clerk/elections/default.asp",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16459/change/"
4802,3798,"Menlo Park City Council","CA","LOCAL","US",5,"4 years","https://www.menlopark.org/455/City-Council","2020-11-03 00:00:00+00","","https://www.menlopark.org/744/Elections",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16422/change/"
4803,3174,"Odessa City Council","TX","LOCAL","US",7,"4 years","http://www.odessa-tx.gov/government/city-council","2020-11-03 00:00:00+00","","http://www.co.ector.tx.us/page/ector.Elections",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16460/change/"
4804,3283,"Ventura City Council","CA","LOCAL","US",7,"4 years","https://www.cityofventura.ca.gov/712/City-Council","2020-11-03 00:00:00+00","","https://www.cityofventura.ca.gov/265/Election",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16203/change/"
4805,3192,"Costa Mesa City Council","CA","LOCAL","US",7,"4 years","http://www.costamesaca.gov/index.aspx?page=73","2020-11-03 00:00:00+00","","https://www.costamesaca.gov/city-hall/city-departments/city-clerk/city-elections/city-elections-2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16423/change/"
4810,3221,"Gresham City Council","OR","LOCAL","US",7,"4 years","https://greshamoregon.gov/Mayor-and-Council/","2020-11-03 00:00:00+00","Districts 1, 3, 5","https://greshamoregon.gov/Elections/",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16329/change/"
4812,1044,"Alaska House of Representatives","AK","STATE","US",40,"2 years","http://akleg.gov/house.php","2020-11-03 00:00:00+00","","https://ballotpedia.org/United_States_House_of_Representatives_election_in_Alaska,_2020",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16366/change/"
4814,1096,"Alaska State Senate","AK","STATE","US",20,"4 years","http://akleg.gov/senate.php","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16348/change/"
4824,3234,"Simi Valley City Council","CA","LOCAL","US",5,"4 years (2 years for mayor)","http://www.simivalley.org/departments/city-council","2020-11-03 00:00:00+00","","https://www.simivalley.org/",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16431/change/"
4864,4862,"Regina Mayor","SK","LOCAL","CA",1,"4 years","https://www.regina.ca/residents/regina-mayor/","2020-10-28 00:00:00+00","Mayor and City Council","https://www.regina.ca/residents/city-administration/office-of-the-city-clerk/index.html",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16593/change/"
4881,4880,"Saskatoon Mayor","SK","LOCAL","CA",1,"4 years","https://www.saskatoon.ca/city-hall/mayor-city-councillors/mayors-office","2020-10-28 00:00:00+00","","https://www.saskatoon.ca/city-hall/voting-elections",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16551/change/"
4882,4879,"Saskatoon City Council","SK","LOCAL","CA",10,"4 years","https://www.saskatoon.ca/city-hall/mayor-city-councillors/city-councillors","2020-10-28 00:00:00+00","","https://www.saskatoon.ca/city-hall/voting-elections",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16551/change/"
4934,4855,"Halifax Mayor","NS","LOCAL","CA",1,"4 years","https://www.halifax.ca/city-hall/mayor-mike-savage","2020-10-17 00:00:00+00","Mayor plus 16 Councillors","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16544/change/"
4949,2730,"La Paz County Board of Supervisors","AZ","LOCAL","US",3,"4 years","http://www.co.la-paz.az.us/231/Board-of-Supervisors","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14549/change/"
4960,4856,"Halifax Regional Council","NS","LOCAL","CA",16,"4 years","https://www.halifax.ca/city-hall/districts-councillors","2020-10-17 00:00:00+00","Mayor plus 16 Councillors","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/16544/change/"
4969,2725,"Cochise County Board of Supervisors","AZ","LOCAL","US",3,"4 years","https://www.cochise.az.gov/board-supervisors/home","2020-11-03 00:00:00+00","","",False,False,"https://cicero.azavea.com/v3.1/admin/webservice/electionevent/14461/change/"
